Combined_Key,Population
"Brooks, Texas, US",7093
"Brown, Texas, US",37864
"Burleson, Texas, US",18443
"Burnet, Texas, US",48155
"Caldwell, Texas, US",43664
"Calhoun, Texas, US",21290
"Callahan, Texas, US",13943
"Cameron, Texas, US",423163
"Camp, Texas, US",13094
"Carson, Texas, US",5926
"Cass, Texas, US",30026
"Castro, Texas, US",7530
"Chambers, Texas, US",43837
"Cherokee, Texas, US",52646
"Childress, Texas, US",7306
"Clay, Texas, US",10471
"Cochran, Texas, US",2853
"Coke, Texas, US",3387
"Coleman, Texas, US",8175
"Collin, Texas, US",1034730
"Collingsworth, Texas, US",2920
"Colorado, Texas, US",21493
"Comal, Texas, US",156209
"Comanche, Texas, US",13635
"Concho, Texas, US",2726
"Cooke, Texas, US",41257
"Coryell, Texas, US",75951
"Cottle, Texas, US",1398
"Crane, Texas, US",4797
"Crockett, Texas, US",3464
"Crosby, Texas, US",5737
"Culberson, Texas, US",2171
"Dallam, Texas, US",7287
"Dallas, Texas, US",2635516
"Dawson, Texas, US",12728
"Deaf Smith, Texas, US",18546
"Delta, Texas, US",5331
"Denton, Texas, US",887207
"DeWitt, Texas, US",20160
"Dickens, Texas, US",2211
"Dimmit, Texas, US",10124
"Donley, Texas, US",3278
"Duval, Texas, US",11157
"Eastland, Texas, US",18360
"Ector, Texas, US",166223
"Edwards, Texas, US",1932
"Ellis, Texas, US",184826
"El Paso, Texas, US",839238
"Erath, Texas, US",42698
"Falls, Texas, US",17297
"Fannin, Texas, US",35514
"Fayette, Texas, US",25346
"Fisher, Texas, US",3830
"Floyd, Texas, US",5712
"Foard, Texas, US",1155
"Fort Bend, Texas, US",811688
"Franklin, Texas, US",10725
"Freestone, Texas, US",19717
"Frio, Texas, US",20306
"Gaines, Texas, US",21492
"Galveston, Texas, US",342139
"Garza, Texas, US",6229
"Gillespie, Texas, US",26988
"Glasscock, Texas, US",1409
"Goliad, Texas, US",7658
"Gonzales, Texas, US",20837
"Gray, Texas, US",21886
"Grayson, Texas, US",136212
"Gregg, Texas, US",123945
"Grimes, Texas, US",28880
"Guadalupe, Texas, US",166847
"Hale, Texas, US",33406
"Hall, Texas, US",2964
"Hamilton, Texas, US",8461
"Hansford, Texas, US",5399
"Hardeman, Texas, US",3933
"Hardin, Texas, US",57602
"Harris, Texas, US",4713325
"Harrison, Texas, US",66553
"Hartley, Texas, US",5576
"Haskell, Texas, US",5658
"Hays, Texas, US",230191
"Hemphill, Texas, US",3819
"Henderson, Texas, US",82737
"Hidalgo, Texas, US",868707
"Hill, Texas, US",36649
"Hockley, Texas, US",23021
"Hood, Texas, US",61643
"Hopkins, Texas, US",37084
"Houston, Texas, US",22968
"Howard, Texas, US",36664
"Hudspeth, Texas, US",4886
"Hunt, Texas, US",98594
"Hutchinson, Texas, US",20938
"Irion, Texas, US",1536
"Jack, Texas, US",8935
"Jackson, Texas, US",14760
"Jasper, Texas, US",35529
"Jeff Davis, Texas, US",2274
"Jefferson, Texas, US",251565
"Jim Hogg, Texas, US",5200
"Jim Wells, Texas, US",40482
"Johnson, Texas, US",175817
"Jones, Texas, US",20083
"Karnes, Texas, US",15601
"Kaufman, Texas, US",136154
"Kendall, Texas, US",47431
"Kenedy, Texas, US",404
"Kent, Texas, US",762
"Kerr, Texas, US",52600
"Kimble, Texas, US",4337
"King, Texas, US",272
"Kinney, Texas, US",3667
"Kleberg, Texas, US",30680
"Knox, Texas, US",3664
"Lamar, Texas, US",49859
"Lamb, Texas, US",12893
"Lampasas, Texas, US",21428
"La Salle, Texas, US",7520
"Lavaca, Texas, US",20154
"Lee, Texas, US",17239
"Leon, Texas, US",17404
"Liberty, Texas, US",88219
"Limestone, Texas, US",23437
"Lipscomb, Texas, US",3233
"Live Oak, Texas, US",12207
"Llano, Texas, US",21795
"Loving, Texas, US",169
"Lubbock, Texas, US",310569
"Lynn, Texas, US",5951
"McCulloch, Texas, US",7984
"McLennan, Texas, US",256623
"McMullen, Texas, US",743
"Madison, Texas, US",14284
"Marion, Texas, US",9854
"Martin, Texas, US",5771
"Mason, Texas, US",4274
"Matagorda, Texas, US",36643
"Maverick, Texas, US",58722
"Medina, Texas, US",51584
"Menard, Texas, US",2138
"Midland, Texas, US",176832
"Milam, Texas, US",24823
"Mills, Texas, US",4873
"Mitchell, Texas, US",8545
"Montague, Texas, US",19818
"Montgomery, Texas, US",607391
"Moore, Texas, US",20940
"Morris, Texas, US",12388
"Motley, Texas, US",1200
"Nacogdoches, Texas, US",65204
"Navarro, Texas, US",50113
"Newton, Texas, US",13595
"Nolan, Texas, US",14714
"Nueces, Texas, US",362294
"Ochiltree, Texas, US",9836
"Oldham, Texas, US",2112
"Orange, Texas, US",83396
"Palo Pinto, Texas, US",29189
"Panola, Texas, US",23194
"Parker, Texas, US",142878
"Parmer, Texas, US",9605
"Pecos, Texas, US",15823
"Polk, Texas, US",51353
"Potter, Texas, US",117415
"Presidio, Texas, US",6704
"Rains, Texas, US",12514
"Randall, Texas, US",137713
"Reagan, Texas, US",3849
"Real, Texas, US",3452
"Red River, Texas, US",12023
"Reeves, Texas, US",15976
"Refugio, Texas, US",6948
"Roberts, Texas, US",854
"Robertson, Texas, US",17074
"Rockwall, Texas, US",104915
"Runnels, Texas, US",10264
"Rusk, Texas, US",54406
"Sabine, Texas, US",10542
"San Augustine, Texas, US",8237
"San Jacinto, Texas, US",28859
"San Patricio, Texas, US",66730
"San Saba, Texas, US",6055
"Schleicher, Texas, US",2793
"Scurry, Texas, US",16703
"Shackelford, Texas, US",3265
"Shelby, Texas, US",25274
"Sherman, Texas, US",3022
"Smith, Texas, US",232751
"Somervell, Texas, US",9128
"Starr, Texas, US",64633
"Stephens, Texas, US",9366
"Sterling, Texas, US",1291
"Stonewall, Texas, US",1350
"Sutton, Texas, US",3776
"Swisher, Texas, US",7397
"Tarrant, Texas, US",2102515
"Taylor, Texas, US",138034
"Terrell, Texas, US",776
"Terry, Texas, US",12337
"Throckmorton, Texas, US",1501
"Titus, Texas, US",32750
"Tom Green, Texas, US",119200
"Travis, Texas, US",1273954
"Trinity, Texas, US",14651
"Tyler, Texas, US",21672
"Upshur, Texas, US",41753
"Upton, Texas, US",3657
"Uvalde, Texas, US",26741
"Val Verde, Texas, US",49025
"Van Zandt, Texas, US",56590
"Victoria, Texas, US",92084
"Walker, Texas, US",72971
"Waller, Texas, US",55246
"Ward, Texas, US",11998
"Washington, Texas, US",35882
"Webb, Texas, US",276652
"Wharton, Texas, US",41556
"Wheeler, Texas, US",5056
"Wichita, Texas, US",132230
"Wilbarger, Texas, US",12769
"Willacy, Texas, US",21358
"Williamson, Texas, US",590551
"Wilson, Texas, US",51070
"Winkler, Texas, US",8010
"Wise, Texas, US",69984
"Wood, Texas, US",45539
"Yoakum, Texas, US",8713
"Young, Texas, US",18010
"Zapata, Texas, US",14179
"Zavala, Texas, US",11840
"Beaver, Utah, US",6710
"Box Elder, Utah, US",56046
"Cache, Utah, US",128289
"Carbon, Utah, US",20463
"Daggett, Utah, US",950
"Davis, Utah, US",355481
"Duchesne, Utah, US",19938
"Emery, Utah, US",10012
"Garfield, Utah, US",5051
"Grand, Utah, US",9754
"Iron, Utah, US",54839
"Juab, Utah, US",12017
"Kane, Utah, US",7886
"Millard, Utah, US",13188
"Piute, Utah, US",1479
"Rich, Utah, US",2483
"Salt Lake, Utah, US",1160437
"San Juan, Utah, US",15308
"Sanpete, Utah, US",30939
"Sevier, Utah, US",21620
"Summit, Utah, US",42145
"Tooele, Utah, US",72259
"Uintah, Utah, US",35734
"Utah, Utah, US",636235
"Wasatch, Utah, US",34091
"Washington, Utah, US",177556
"Wayne, Utah, US",2711
"Weber-Morgan, Utah, US",272337
"Addison, Vermont, US",36777
"Bennington, Vermont, US",35470
"Caledonia, Vermont, US",29993
"Chittenden, Vermont, US",163774
"Essex, Vermont, US",6163
"Franklin, Vermont, US",49402
"Grand Isle, Vermont, US",7235
"Lamoille, Vermont, US",25362
"Orange, Vermont, US",28892
"Orleans, Vermont, US",27037
"Rutland, Vermont, US",58191
"Washington, Vermont, US",58409
"Windham, Vermont, US",42222
"Windsor, Vermont, US",55062
"Accomack, Virginia, US",32316
"Albemarle, Virginia, US",109330
"Alleghany, Virginia, US",14860
"Amelia, Virginia, US",13145
"Amherst, Virginia, US",31605
"Appomattox, Virginia, US",15911
"Arlington, Virginia, US",236842
"Augusta, Virginia, US",75558
"Bath, Virginia, US",4147
"Bedford, Virginia, US",78997
"Bland, Virginia, US",6280
"Botetourt, Virginia, US",33419
"Brunswick, Virginia, US",16231
"Buchanan, Virginia, US",21004
"Buckingham, Virginia, US",17148
"Campbell, Virginia, US",54885
"Caroline, Virginia, US",30725
"Carroll, Virginia, US",29791
"Charles City, Virginia, US",6963
"Charlotte, Virginia, US",11880
"Chesterfield, Virginia, US",352802
"Clarke, Virginia, US",14619
"Craig, Virginia, US",5131
"Culpeper, Virginia, US",52605
"Cumberland, Virginia, US",9932
"Dickenson, Virginia, US",14318
"Dinwiddie, Virginia, US",28544
"Essex, Virginia, US",10953
"Fairfax, Virginia, US",1147532
"Fauquier, Virginia, US",71222
"Floyd, Virginia, US",15749
"Fluvanna, Virginia, US",27270
"Franklin, Virginia, US",56042
"Frederick, Virginia, US",89313
"Giles, Virginia, US",16720
"Gloucester, Virginia, US",37348
"Goochland, Virginia, US",23753
"Grayson, Virginia, US",15550
"Greene, Virginia, US",19819
"Greensville, Virginia, US",11336
"Halifax, Virginia, US",33911
"Hanover, Virginia, US",107766
"Henrico, Virginia, US",330818
"Henry, Virginia, US",50557
"Highland, Virginia, US",2190
"Isle of Wight, Virginia, US",37109
"James City, Virginia, US",76523
"King and Queen, Virginia, US",7025
"King George, Virginia, US",26836
"King William, Virginia, US",17148
"Lancaster, Virginia, US",10603
"Lee, Virginia, US",23423
"Loudoun, Virginia, US",413538
"Louisa, Virginia, US",37591
"Lunenburg, Virginia, US",12196
"Madison, Virginia, US",13261
"Mathews, Virginia, US",8834
"Mecklenburg, Virginia, US",30587
"Middlesex, Virginia, US",10582
"Montgomery, Virginia, US",98535
"Nelson, Virginia, US",14930
"New Kent, Virginia, US",23091
"Northampton, Virginia, US",11710
"Northumberland, Virginia, US",12095
"Nottoway, Virginia, US",15232
"Orange, Virginia, US",37051
"Page, Virginia, US",23902
"Patrick, Virginia, US",17608
"Pittsylvania, Virginia, US",60354
"Powhatan, Virginia, US",29652
"Prince Edward, Virginia, US",22802
"Prince George, Virginia, US",38353
"Prince William, Virginia, US",470335
"Pulaski, Virginia, US",34027
"Rappahannock, Virginia, US",7370
"Richmond City, Virginia, US",9023
"Roanoke City, Virginia, US",94186
"Rockbridge, Virginia, US",22573
"Rockingham, Virginia, US",81948
"Russell, Virginia, US",26586
"Scott, Virginia, US",21566
"Shenandoah, Virginia, US",43616
"Smyth, Virginia, US",30104
"Southampton, Virginia, US",17631
"Spotsylvania, Virginia, US",136215
"Stafford, Virginia, US",152882
"Surry, Virginia, US",6422
"Sussex, Virginia, US",11159
"Tazewell, Virginia, US",40595
"Warren, Virginia, US",40164
"Washington, Virginia, US",53740
"Westmoreland, Virginia, US",18015
"Wise, Virginia, US",37383
"Wythe, Virginia, US",28684
"York, Virginia, US",68280
"Alexandria, Virginia, US",159428
"Bristol, Virginia, US",16762
"Buena Vista, Virginia, US",6478
"Charlottesville, Virginia, US",47266
"Chesapeake, Virginia, US",244835
"Colonial Heights, Virginia, US",17370
"Covington, Virginia, US",5538
"Danville, Virginia, US",40044
"Emporia, Virginia, US",5346
"Fairfax City, Virginia, US",24019
"Falls Church, Virginia, US",14617
"Franklin City, Virginia, US",7967
"Fredericksburg, Virginia, US",29036
"Galax, Virginia, US",6347
"Hampton, Virginia, US",134510
"Harrisonburg, Virginia, US",53016
"Hopewell, Virginia, US",22529
"Lexington, Virginia, US",7446
"Lynchburg, Virginia, US",82168
"Manassas, Virginia, US",41085
"Manassas Park, Virginia, US",17478
"Martinsville, Virginia, US",12554
"Newport News, Virginia, US",179225
"Norfolk, Virginia, US",242742
"Norton, Virginia, US",3981
"Petersburg, Virginia, US",31346
"Poquoson, Virginia, US",12271
"Portsmouth, Virginia, US",94398
"Radford, Virginia, US",18249
"Richmond, Virginia, US",230436
"Roanoke, Virginia, US",99143
"Salem, Virginia, US",25301
"Staunton, Virginia, US",24932
"Suffolk, Virginia, US",92108
"Virginia Beach, Virginia, US",449974
"Waynesboro, Virginia, US",22630
"Williamsburg, Virginia, US",14954
"Winchester, Virginia, US",28078
"Adams, Washington, US",19983
"Asotin, Washington, US",22582
"Benton, Washington, US",204390
"Chelan, Washington, US",77200
"Clallam, Washington, US",77331
"Clark, Washington, US",488241
"Columbia, Washington, US",3985
"Cowlitz, Washington, US",110593
"Douglas, Washington, US",43429
"Ferry, Washington, US",7627
"Franklin, Washington, US",95222
"Garfield, Washington, US",2225
"Grant, Washington, US",97733
"Grays Harbor, Washington, US",75061
"Island, Washington, US",85141
"Jefferson, Washington, US",32221
"King, Washington, US",2252782
"Kitsap, Washington, US",271473
"Kittitas, Washington, US",47935
"Klickitat, Washington, US",22425
"Lewis, Washington, US",80707
"Lincoln, Washington, US",10939
"Mason, Washington, US",66768
"Okanogan, Washington, US",42243
"Pacific, Washington, US",22471
"Pend Oreille, Washington, US",13724
"Pierce, Washington, US",904980
"San Juan, Washington, US",17582
"Skagit, Washington, US",129205
"Skamania, Washington, US",12083
"Snohomish, Washington, US",822083
"Spokane, Washington, US",522798
"Stevens, Washington, US",45723
"Thurston, Washington, US",290536
"Wahkiakum, Washington, US",4488
"Walla Walla, Washington, US",60760
"Whatcom, Washington, US",229247
"Whitman, Washington, US",50104
"Yakima, Washington, US",250873
"Barbour, West Virginia, US",16441
"Berkeley, West Virginia, US",119171
"Boone, West Virginia, US",21457
"Braxton, West Virginia, US",13957
"Brooke, West Virginia, US",21939
"Cabell, West Virginia, US",91945
"Calhoun, West Virginia, US",7109
"Clay, West Virginia, US",8508
"Doddridge, West Virginia, US",8448
"Fayette, West Virginia, US",42406
"Gilmer, West Virginia, US",7823
"Grant, West Virginia, US",11568
"Greenbrier, West Virginia, US",34662
"Hampshire, West Virginia, US",23175
"Hancock, West Virginia, US",28810
"Hardy, West Virginia, US",13776
"Harrison, West Virginia, US",67256
"Jackson, West Virginia, US",28576
"Jefferson, West Virginia, US",57146
"Kanawha, West Virginia, US",178124
"Lewis, West Virginia, US",15907
"Lincoln, West Virginia, US",20409
"Logan, West Virginia, US",32019
"McDowell, West Virginia, US",17624
"Marion, West Virginia, US",56072
"Marshall, West Virginia, US",30531
"Mason, West Virginia, US",26516
"Mercer, West Virginia, US",58758
"Mineral, West Virginia, US",26868
"Mingo, West Virginia, US",23424
"Monongalia, West Virginia, US",105612
"Monroe, West Virginia, US",13275
"Morgan, West Virginia, US",17884
"Nicholas, West Virginia, US",24496
"Ohio, West Virginia, US",41411
"Pendleton, West Virginia, US",6969
"Pleasants, West Virginia, US",7460
"Pocahontas, West Virginia, US",8247
"Preston, West Virginia, US",33432
"Putnam, West Virginia, US",56450
"Raleigh, West Virginia, US",73361
"Randolph, West Virginia, US",28695
"Ritchie, West Virginia, US",9554
"Roane, West Virginia, US",13688
"Summers, West Virginia, US",12573
"Taylor, West Virginia, US",16695
"Tucker, West Virginia, US",6839
"Tyler, West Virginia, US",8591
"Upshur, West Virginia, US",24176
"Wayne, West Virginia, US",39402
"Webster, West Virginia, US",8114
"Wetzel, West Virginia, US",15065
"Wirt, West Virginia, US",5821
"Wood, West Virginia, US",83518
"Wyoming, West Virginia, US",20394
"Adams, Wisconsin, US",20220
"Ashland, Wisconsin, US",15562
"Barron, Wisconsin, US",45244
"Bayfield, Wisconsin, US",15036
"Brown, Wisconsin, US",264542
"Buffalo, Wisconsin, US",13031
"Burnett, Wisconsin, US",15414
"Calumet, Wisconsin, US",50089
"Chippewa, Wisconsin, US",64658
"Clark, Wisconsin, US",34774
"Columbia, Wisconsin, US",57532
"Crawford, Wisconsin, US",16131
"Dane, Wisconsin, US",546695
"Dodge, Wisconsin, US",87839
"Door, Wisconsin, US",27668
"Douglas, Wisconsin, US",43150
"Dunn, Wisconsin, US",45368
"Eau Claire, Wisconsin, US",104646
"Florence, Wisconsin, US",4295
"Fond du Lac, Wisconsin, US",103403
"Forest, Wisconsin, US",9004
"Grant, Wisconsin, US",51439
"Green, Wisconsin, US",36960
"Green Lake, Wisconsin, US",18913
"Iowa, Wisconsin, US",23678
"Iron, Wisconsin, US",5687
"Jackson, Wisconsin, US",20643
"Jefferson, Wisconsin, US",84769
"Juneau, Wisconsin, US",26687
"Kenosha, Wisconsin, US",169561
"Kewaunee, Wisconsin, US",20434
"La Crosse, Wisconsin, US",118016
"Lafayette, Wisconsin, US",16665
"Langlade, Wisconsin, US",19189
"Lincoln, Wisconsin, US",27593
"Manitowoc, Wisconsin, US",78981
"Marathon, Wisconsin, US",135692
"Marinette, Wisconsin, US",40350
"Marquette, Wisconsin, US",15574
"Menominee, Wisconsin, US",4556
"Milwaukee, Wisconsin, US",945726
"Monroe, Wisconsin, US",46253
"Oconto, Wisconsin, US",37930
"Oneida, Wisconsin, US",35595
"Outagamie, Wisconsin, US",187885
"Ozaukee, Wisconsin, US",89221
"Pepin, Wisconsin, US",7287
"Pierce, Wisconsin, US",42754
"Polk, Wisconsin, US",43783
"Portage, Wisconsin, US",70772
"Price, Wisconsin, US",13351
"Racine, Wisconsin, US",196311
"Richland, Wisconsin, US",17252
"Rock, Wisconsin, US",163354
"Rusk, Wisconsin, US",14178
"St. Croix, Wisconsin, US",90687
"Sauk, Wisconsin, US",64442
"Sawyer, Wisconsin, US",16558
"Shawano, Wisconsin, US",40899
"Sheboygan, Wisconsin, US",115340
"Taylor, Wisconsin, US",20343
"Trempealeau, Wisconsin, US",29649
"Vernon, Wisconsin, US",30822
"Vilas, Wisconsin, US",22195
"Walworth, Wisconsin, US",103868
"Washburn, Wisconsin, US",15720
"Washington, Wisconsin, US",136034
"Waukesha, Wisconsin, US",404198
"Waupaca, Wisconsin, US",50990
"Waushara, Wisconsin, US",24443
"Winnebago, Wisconsin, US",171907
"Wood, Wisconsin, US",72999
"Albany, Wyoming, US",38880
"Big Horn, Wyoming, US",11790
"Campbell, Wyoming, US",46341
"Carbon, Wyoming, US",14800
"Converse, Wyoming, US",13822
"Crook, Wyoming, US",7584
"Fremont, Wyoming, US",39261
"Goshen, Wyoming, US",13211
"Hot Springs, Wyoming, US",4413
"Johnson, Wyoming, US",8445
"Laramie, Wyoming, US",99500
"Lincoln, Wyoming, US",19830
"Natrona, Wyoming, US",79858
"Niobrara, Wyoming, US",2356
"Park, Wyoming, US",29194
"Platte, Wyoming, US",8393
"Sheridan, Wyoming, US",30485
"Sublette, Wyoming, US",9831
"Sweetwater, Wyoming, US",42343
"Teton, Wyoming, US",23464
"Uinta, Wyoming, US",20226
"Washakie, Wyoming, US",7805
"Weston, Wyoming, US",6927
"Kansas City, Missouri, US",495327
"District of Columbia, District of Columbia, US",705749
